fileIdentifier,language,character set,Hierarchy Level,Hierarchy Level Name,Metadata Point of Contact,Dataset URI,entryDate,title,alternateTitle,releaseDate,date type,citedResponsibleParty,abstract,Language,Character Set,Topic Category,surveyType,dataType,organisation name,party role,organisation name,party role,organisation name,party role,organisation name,party role,organisation name,party role,legislation,country,state,northBoundLatitude,southBoundLatitude,eastBoundLongitude,westBoundLongitude,Beginning Time,Ending Time,keyword,keyword,keyword,code,Access Constraints,Use Constraints,Security Constraints,supplementalInformation,userNote,surveyId
361528,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,3/02/2006,"Southern Darling Basin Airborne Survey, NSW, 2005",A2051104,02/13/2007,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAL,ELE",Geological Survey of NSW,principalInvestigator,Fugro Airborne Surveys Pty Ltd,resourceProvider,Fugro Airborne Surveys Pty Ltd,processor,,,Geological Survey of NSW,owner,,AUS,NSW,-31.987,-33.02,144.513,143.485,03/31/2005,6/01/2005,On,FW,VH-KAC Rockwell Aerocommander,,license,license,unclassified,,,1104
361529,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,3/02/2006,"Murray Basin Airborne Survey, NSW, 2005",A2051105,5/08/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAL,ELE",New South Wales Department of Primary Industries,principalInvestigator,Fugro Airborne Surveys Pty Ltd,resourceProvider,Fugro Airborne Surveys Pty Ltd,processor,,,New South Wales Department of Primary Industries,owner,,AUS,NSW,-32.495624,-34.780073,143.692621,140.984532,4/01/2005,08/31/2005,On,FW,"Aerocommander 500S, VH-KAV",EPSG:28354,license,license,unclassified,Rad data processed by Baigent Geosciences Pty Ltd,,1105
361530,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,3/02/2006,"Eromanga - Thomson Airborne Survey, NSW, 2005",A2051106,05/24/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAL,ELE",NSW Dept of Primary Industries,principalInvestigator,Fugro Airborne Surveys Pty Ltd,resourceProvider,Fugro Airborne Surveys Pty Ltd,processor,,,New South Wales Department of Primary Industries,owner,,AUS,NSW,-29,-31,145.5,142.5,8/01/2005,12/31/2005,On,FW,"Cessna 210R, VH-MOK",EPSG:28355,license,license,unclassified,Rad data processed by Baigent Geosciences Pty Ltd,,1106
362709,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,03/15/2006,"Marine Magnetic Grid of Australia (Offshore), 2004",A0040931,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,various,principalInvestigator,Geocience Australia,resourceProvider,Geocience Australia,processor,,,Geocience Australia,owner,,AUS,,,,,,,,Off,,,,license,license,unclassified,composite mag grid used in generation of Mag Map of Aust.,,931
362725,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,03/22/2006,WMC Mount Fort Constantine Gravity,G0199243,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,,,,,,,,,WMC,owner,,AUS,QLD,-19.800167,-20.5585,140.837219,140.415581,05/23/1992,09/23/1995,On,,,EPSG:4202,license,license,unclassified,Some parts of this survey are confidential,,199243
362779,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,4/04/2006,"Bowen-Surat North, Qld, 2006",A4061107,10/17/2007,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAL,ELE","Dept Natural Resources, Mines & Water",principalInvestigator,UTS Geophysics Pty Lt,resourceProvider,UTS Geophysics Pty Lt,processor,,,"Dept Natural Resources, Mines & Water",owner,,AUS,QLD,-24.834644,-27,151.887706,148.226714,01/27/2006,07/28/2006,On,FW,Cessna 210 - VH-KWW & VH-MDG,,license,license,unclassified,,,1107
362780,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,4/04/2006,"Bowen-Surat South, Qld, 2006",A4061108,8/09/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAL,ELE","Dept Natural Resources, Mines & Water (Qld)",principalInvestigator,Fugro Airborne Surveys Pty Ltd,resourceProvider,Fugro Airborne Surveys Pty Ltd,processor,,,"Dept Natural Resources, Mines & Water (Qld)",owner,,AUS,QLD,-27,-29.019619,152.092763,148.24486,01/28/2006,4/09/2006,On,FW,Cessna 210R VH-KAC / VH-MOK,,license,license,unclassified,,,1108
362781,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,4/04/2006,"Mount Isa West, Qld, 2006",A4061109,8/09/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAL,ELE","Dept Natural Resources, Mines & Water (Qld)",principalInvestigator,Fugro Airborne Surveys Pty Ltd,resourceProvider,Fugro Airborne Surveys Pty Ltd,processor,,,"Dept Natural Resources, Mines & Water (Qld)",owner,,AUS,QLD,-19.970008,-23.154407,139.508453,137.966626,2/05/2006,7/09/2006,On,FW,VH-BNZ Cessna 210N,,license,license,unclassified,"South area (E-W lines), North area (N-S lines)",,1109
362782,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,4/04/2006,"Mount Isa South East, Qld, 2006",A4061110,4/04/2007,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAL,ELE","Dept Natural Resources, Mines & Water (Qld)",principalInvestigator,Fugro Airborne Surveys Pty Ltd,resourceProvider,Fugro Airborne Surveys Pty Ltd,processor,,,"Dept Natural Resources, Mines & Water (Qld)",owner,,AUS,QLD,-23.482321,-25.517409,142.705556,140,8/09/2006,12/10/2006,On,FW,"Cessna 210N, VH-BNZ",,license,license,unclassified,,,1110
362783,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,4/04/2006,"Mount Isa South West, Qld, 2006",A4061111,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAL,ELE","Dept Natural Resources, Mines & Water (Qld)",principalInvestigator,Fugro Airborne Surveys Pty Ltd,resourceProvider,Fugro Airborne Surveys Pty Ltd,processor,,,"Dept Natural Resources, Mines & Water (Qld)",owner,,AUS,QLD,-23.103128,-25.516,140,137.970772,4/03/2006,05/24/2006,On,FW,"Cessna 210N, VH-BNZ + VH-MOK",EPSG:4283,license,license,unclassified,,,1111
364375,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,05/16/2006,Bowen Surat,G0200540,6/07/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,"Qld Dept Natural Resources, Mines and Water",principalInvestigator,Daishsat Pty Ltd,resourceProvider,Daishsat Pty Ltd,processor,"Qld Dept Natural Resources, Mines and Water",,"Qld Dept Natural Resources, Mines and Water",owner,Qld SSEI,AUS,QLD,-24.750239,-28.995318,150.003274,148.168371,11/17/2005,4/07/2006,On,RW,"Bell Helicopters, 4WD Toyotas",EPSG:4283,license,license,unclassified,,,200540
407861,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/24/2006,"Mt Isa 2006, Area A",G0200640,07/26/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,"Qld Dept Natural Resources, Mines and Water",principalInvestigator,Daishsat Pty Ltd,resourceProvider,Daishsat Pty Ltd,processor,"Qld Dept Natural Resources, Mines and Water",,,,Qld SSEI,AUS,QLD,-20.001049,-21.005883,141.005504,138.634246,4/11/2006,06/14/2006,On,RW,Bell 206 Jetranger,EPSG:4283,license,license,unclassified,,,200640
407950,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/31/2006,East Arunta,G0200680,8/09/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Geological Survey of NT,principalInvestigator,Daishsat Pty Ltd,resourceProvider,Daishsat Pty Ltd,processor,Geological Survey of NT,,Geological Survey of NT,owner,,AUS,NT,-22.5096,-23.507479,137.992637,135.173771,6/03/2006,7/06/2006,On,,,EPSG:4283,license,license,unclassified,,,200680
408367,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,08/17/2006,"Hamersley Basin, WA, 1993",A6931112,7/01/2008,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD,ELE",CRA Exploration Pty Ltd.,principalInvestigator,Kevron Geophysics Pty Ltd,resourceProvider,Kevron Geophysics Pty Ltd,processor,,,,,,AUS,WA,-22.170067,-23.532359,119.485532,117.881691,07/14/1993,12/02/1993,On,FW,Rockwell Aerocommander VH-WAM,,license,license,unclassified,Area 1(west) & Area 2 (east); data embargo until 2008,,1112
408451,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,08/30/2006,"Marandoo, WA, 1993",A6931113,7/01/2008,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",Hamersley Iron Pty Ltd.,principalInvestigator,Kevron Geophysics Pty Ltd,resourceProvider,Kevron Geophysics Pty Ltd,processor,,,,,,AUS,WA,-22.418432,-22.848794,118.672993,118.003854,1/01/1993,,On,FW,"VH-EXS,VH-KAC Aerocommander",,license,license,unclassified,,,1113
429001,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,09/25/2006,"Bowen-Surat Gravity Survey, Qld, 2005",G4054026,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,QLD Dept Mines and Energy,principalInvestigator,Daishsat Pty Ltd,resourceProvider,Daishsat Pty Ltd,processor,,,,,,AUS,QLD,,,,,,,On,,,,license,license,unclassified,,,4026
429002,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,09/25/2006,"Mount Isa, Area A, Gravity Survey, Qld, 2006 - Gravity project 200640",G4064027,07/26/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,QLD Dept Mines and Energy,principalInvestigator,Daishsat Pty Ltd,resourceProvider,Daishsat Pty Ltd,processor,"Qld Dept Natural Resources, Mines and Water",,,,Qld SSEI,AUS,QLD,-20.001049,-21.005883,141.005504,138.634246,4/11/2006,06/14/2006,On,RW,Bell 206 Jetranger,EPSG:4283,license,license,unclassified,,,4027
429003,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,09/25/2006,"East Arunta Gravity Survey, NT, 2006 - Gravity project 200680",G8064028,8/09/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,NT Dept of Mines and Energy,principalInvestigator,Daishsat Pty Ltd,resourceProvider,Daishsat Pty Ltd,processor,Geological Survey of NT,,Geological Survey of NT,owner,,AUS,NT,-22.5096,-23.507479,137.992637,135.173771,6/03/2006,7/06/2006,On,,,EPSG:4283,license,license,unclassified,,,4028
429020,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/09/2006,Webb Gravity Survey,G0200660,12/21/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Geological Survey of WA,principalInvestigator,Daishsat Pty Ltd,resourceProvider,Daishsat Pty Ltd,processor,Geological Survey of WA,,Geological Survey of WA,owner,,AUS,WA,-21.990036,-23.327946,129.002395,126.99681,08/13/2006,09/13/2006,On,RW,Robinson R-44 Clipper VH-HEM,EPSG:4283,license,license,unclassified,,,200660
429038,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/16/2006,"Bentley, WA, 1980",A6801116,3/01/1985,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",BHP Minerals Pty Ltd,principalInvestigator,Geoterrex Pty Ltd,resourceProvider,BHP Minerals Pty Ltd,processor,,,Geological Survey of WA,owner,,AUS,WA,-25.20731,-25.73228,126.6302,126.0028,2/01/1980,04/30/1980,On,FW,Rockwell Shrike Comm. VH-PWO,,license,license,unclassified,,,1116
429039,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/16/2006,"Denmark, WA, 1999",A6991117,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD,ELE",BHP Minerals Pty Ltd,principalInvestigator,World Geoscience Corporation,resourceProvider,World Geoscience Corporation,processor,,,Geological Survey of WA,owner,,AUS,WA,-34.277946,-35.052802,118.169901,116.858403,12/01/1998,01/31/1999,On,FW,VH-WGS CESSNA TITAN 404,EPSG:20350,license,license,unclassified,,,1117
429040,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/17/2006,"Green Range, WA, 1999",A6001118,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAL,ELE",BHP Minerals Pty Ltd,principalInvestigator,World Geoscience Corporation,resourceProvider,World Geoscience Corporation,processor,,,Geological Survey of WA,owner,,AUS,WA,-34.7,-34.79,118.54,118.11,5/01/1999,07/31/1999,On,FW,VH-WGS Cessna TITAN 404,EPSG:20350,license,license,unclassified,,,1118
429043,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"Gunanya, WA, 1991",A6911119,12/01/1996,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",CRA Exploration Pty Ltd.,principalInvestigator,Kevron Geophysics Pty Ltd,resourceProvider,Kevron Geophysics Pty Ltd,processor,,,,,,AUS,WA,-22.988247,-24.088559,123.564855,121.414708,11/01/1991,11/23/1991,On,FW,"Rockwell Aeroc. VH-EXS, VH-KAC",,license,license,unclassified,,,1119
429045,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"Mount Vernon (Area 1), WA, 1995",A6951121,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",CRA Exploration Pty Ltd.,principalInvestigator,Tesla Airborne Geoscience,resourceProvider,TESLA-10 Pty Ltd,processor,,,,,,AUS,WA,-23.792214,-24.358219,118.312881,117.796406,10/01/1995,10/31/1995,On,FW,Cessna 210 VH-JBH,,license,license,unclassified,,,1121
429046,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"Mount Vernon (Area 2), WA, 1995",A6951122,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",CRA Exploration Pty Ltd.,principalInvestigator,Tesla Airborne Geoscience,resourceProvider,TESLA-10 Pty Ltd,processor,,,,,,AUS,WA,-23.956526,-24.054281,118.692311,118.513453,10/01/1995,10/31/1995,On,FW,Cessna 210 VH-BNZ,,license,license,unclassified,,,1122
429047,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"Savory, WA, 1992/93",A6021123,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",CRA Exploration Pty Ltd.,principalInvestigator,Kevron Geophysics Pty Ltd,resourceProvider,Kevron Geophysics Pty Ltd,processor,,,,,,AUS,WA,-22.97242,-24.506219,121.507406,120.251385,12/08/1992,1/09/1993,On,FW,Rockwell Aerocom. 500S VH-KAC,,license,license,unclassified,,,1123
429048,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"Ethel Creek, WA, 1992",A6921124,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",CRA Exploration Pty Ltd.,principalInvestigator,Kevron Geophysics Pty Ltd,resourceProvider,Kevron Geophysics Pty Ltd,processor,,,,,,AUS,WA,-22.630028,-23.253889,120.546075,119.761901,7/01/1992,8/12/1992,On,FW,Rockwell Aerocom. 500S VH-KAC,,license,license,unclassified,,,1124
429049,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"Fortescue Valley (Areas 1-8), WA, 1990",A6901125,6/01/2008,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",CRA Exploration Pty Ltd.,principalInvestigator,Kevron Geophysics Pty Ltd,resourceProvider,Tesla-10 Pty Ltd,processor,,,,,,AUS,WA,-21.592,-23.009,119.781,116.936,8/01/1990,9/10/1990,On,FW,"Rockwell Aero's VH-EXS, VH-KAC",,license,license,unclassified,"8 overlapping areas, with various line & tie directions",,1125
429050,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,10/20/2006,"Fortescue Valley (Areas 9 &10), WA, 1991",A6901126,7/01/2006,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",CRA Exploration Pty Ltd.,principalInvestigator,Kevron Geophysics Pty Ltd,resourceProvider,Tesla-10 Pty Ltd,processor,,,,,,AUS,WA,-22.783,-23.35,120.543,119.614,12/09/1991,12/15/1991,On,FW,,,license,license,unclassified,"Two overlapping areas, with different line & tie directions",,1126
