SURVEYID,TITLE,ABSTRACT,MINLON,MAXLON,MINLAT,MAXLAT,KEYWORD1,KEYWORD2,DATE
1104,GSNSW_Southern_Darling_Basin_magnetic_rtp_grid_geodetic,,143.472678,144.53222,-33.045357,-31.961174, MAGNETICS,,2005
1104,GSNSW_Southern_Darling_Basin_magnetic_first_vd_grid_geodetic,,143.472678,144.53222,-33.045357,-31.961174, MAGNETICS,,2005
1104,GSNSW_Southern_Darling_Basin_magnetic_grid_geodetic,,143.472678,144.53222,-33.045357,-31.961174, MAGNETICS,,2005
1104,GSNSW_Southern_Darling_Basin_percent_potassium_grid_geodetic,,143.473428,144.530335,-33.046098,-31.960448,RADIOMETRICS,,2005
1104,GSNSW_Southern_Darling_Basin_ppm_thorium_grid_geodetic,,143.473428,144.530335,-33.046098,-31.960448,RADIOMETRICS,,2005
1105,GSNSW_Murray_Basin_magnetic_first_vd_grid_geodetic,,140.972012,143.76513,-34.802853,-32.458044, MAGNETICS,,2005
1105,GSNSW_Murray_Basin_elevation_line_data,,140.98326,143.69838,-34.78596,-32.490975, ELEVATION,,2005
1105,GSNSW_Murray_Basin_elevation_grid_geodetic,,140.972015,143.76436,-34.795926,-32.465974, ELEVATION,,2005
1105,GSNSW_Murray_Basin_doserate_grid_geodetic,,140.967198,143.776769,-34.810398,-32.453834,RADIOMETRICS,,2005
1105,GSNSW_Murray_Basin_magnetic_line_data,,140.983254,143.698385,-34.786882,-32.490028, MAGNETICS,,2005
1105,GSNSW_Murray_Basin_percent_potassium_grid_geodetic,,140.967198,143.776769,-34.810398,-32.453834,RADIOMETRICS,,2005
1105,GSNSW_Murray_Basin_radiometric_line_data,,140.983212,143.75416,-34.796967,-32.46542,RADIOMETRICS,,2005
1105,GSNSW_Murray_Basin_first_magnetic_rtp_grid_geodetic,,140.972012,143.76513,-34.802853,-32.458044, MAGNETICS,,2005
1105,GSNSW_Murray_Basin_ppm_thorium_grid_geodetic,,140.967198,143.776769,-34.810398,-32.453834,RADIOMETRICS,,2005
1105,GSNSW_Murray_Basin_magnetic_grid_geodetic,,140.972012,143.76513,-34.802853,-32.458044, MAGNETICS,,2005
1105,GSNSW_Murray_Basin_ppm_uranium_grid_geodetic,,140.967198,143.776769,-34.810398,-32.453834,RADIOMETRICS,,2005
1106,GSNSW_Eromanga-Thompson_magnetic_rtp_grid_geodetic,,142.377672,145.542506,-31.067158,-28.93238, MAGNETICS,,2005
1106,GSNSW_Eromanga-Thompson_magnetic_first_vd_grid_geodetic,,142.377672,145.542506,-31.067158,-28.93238, MAGNETICS,,2005
1106,GSNSW_Eromanga-Thompson_elevation_line_data,,142.487106,145.509034,-31.004733,-28.988849, ELEVATION,,2005
1106,GSNSW_Eromanga-Thompson_elevation_grid_geodetic,,142.393376,145.522847,-31.05652,-28.951731, ELEVATION,,2005
1106,GSNSW_Eromanga-Thompson_dose_rate_grid_geodetic,,142.289548,145.542674,-31.067364,-28.938709,RADIOMETRICS,,2005
1106,GSNSW_Eromanga-Thompson_magnetic_line_data,,142.487106,145.509034,-31.004733,-28.988849, MAGNETICS,,2005
1106,GSNSW_Eromanga-Thompson_radiometric_line_data,,142.487112,145.508949,-31.004707,-28.988855,RADIOMETRICS,,2005
1106,GSNSW_Eromanga-Thompson_magnetic_grid_geodetic,,142.377672,145.542506,-31.067158,-28.93238, MAGNETICS,,2005
1107,GSQ_Bowen_Surat_North_doserate_grid_geodetic,,148.217432,151.909784,-27.019727,-24.823982,RADIOMETRICS,,2006
1107,GSQ_Bowen_Surat_North_percent_potassium_grid_geodetic,,148.217432,151.909784,-27.019727,-24.823982,RADIOMETRICS,,2006
1107,GSQ_Bowen_Surat_North_ppm_thorium_grid_geodetic,,148.217432,151.909784,-27.019727,-24.823982,RADIOMETRICS,,2006
1107,GSQ_Bowen_Surat_North_ppm_uranium_grid_geodetic,,148.217432,151.909784,-27.019727,-24.823982,RADIOMETRICS,,2006
1107,GSQ_Bowen_Surat_North_magnetic_grid_geodetic,,148.216837,151.910023,-27.020124,-24.823545, MAGNETICS,,2006
1107,GSQ_Bowen_Surat_North_elevation_grid_geodetic,,148.216837,151.910023,-27.020124,-24.823545, ELEVATION,,2006
1107,GSQ_Bowen_Surat_North_radiometric_line_data,,148.216972,151.909291,-27.020394,-24.823982,RADIOMETRICS,,2006
1107,GSQ_Bowen_Surat_North_elevation_line_data,,148.216837,151.9096,-27.0204,-24.823545, ELEVATION,,2006
1107,GSQ_Bowen_Surat_North_magnetic_line_data,,148.216837,151.9096,-27.0204,-24.823545, MAGNETICS,,2006
1108,GSQ_Bowen_Surat_South_elevation_line_data,,148.237344,152.096404,-29.025861,-26.991097, ELEVATION,,2006
1108,GSQ_Bowen_Surat_South_magnetic_line_data,,148.237344,152.096404,-29.025861,-26.991097, MAGNETICS,,2006
1108,GSQ_Bowen_Surat_South_magnetic_grid_geodetic,,148.237344,152.097189,-29.025182,-26.991097, MAGNETICS,,2006
1108,GSQ_Bowen_Surat_South_elevation_grid_geodetic,,148.237344,152.097189,-29.025182,-26.991097, ELEVATION,,2006
1108,GSQ_Bowen_Surat_South_doserate_grid_geodetic,,148.237344,152.097189,-29.025182,-26.991097,RADIOMETRICS,,2006
1108,GSQ_Bowen_Surat_South_percent_potassium_grid_geodetic,,148.237344,152.097189,-29.025182,-26.991097,RADIOMETRICS,,2006
1108,GSQ_Bowen_Surat_South_ppm_thorium_grid_geodetic,,148.237344,152.097189,-29.025182,-26.991097,RADIOMETRICS,,2006
1108,GSQ_Bowen_Surat_South_ppm_uranium_grid_geodetic,,148.237344,152.097189,-29.025182,-26.991097,RADIOMETRICS,,2006
1109,GSQ_Bowen_Surat_South_radiometric_line_data,,148.237344,152.096404,-29.025861,-26.991097,RADIOMETRICS,,2006
1109,GSQ_Mt_Isa_West_radiometric_line_data,,137.956034,139.521173,-23.1659,-19.957792,RADIOMETRICS,,2006
1109,GSQ_Mt_Isa_West_elevation_line_data,,137.95838,139.519046,-23.160448,-19.959466, ELEVATION,,2006
1109,GSQ_Mt_Isa_West_magnetic_line_data,,137.95838,139.519046,-23.160448,-19.959466, MAGNETICS,,2006
1109,GSQ_Mt_Isa_West_magnetic_grid_geodetic,,137.95838,139.519151,-23.160171,-19.959466, MAGNETICS,,2006
1109,GSQ_Mt_Isa_West_elevation_grid_geodetic,,137.95838,139.519151,-23.160171,-19.959466, ELEVATION,,2006
1109,GSQ_Mt_Isa_West_doserate_grid_geodetic,,137.956034,139.521804,-23.165164,-19.957792,RADIOMETRICS,,2006
1109,GSQ_Mt_Isa_West_percent_potassium_grid_geodetic,,137.956034,139.521804,-23.165164,-19.957792,RADIOMETRICS,,2006
1109,GSQ_Mt_Isa_West_ppm_thorium_grid_geodetic,,137.956034,139.521804,-23.165164,-19.957792,RADIOMETRICS,,2006
1109,GSQ_Mt_Isa_West_ppm_uranium_grid_geodetic,,137.956034,139.521804,-23.165164,-19.957792,RADIOMETRICS,,2006
1110,GSQ_Mt_Isa_Southeast_elevation_line_data,,139.990966,142.723567,-25.525445,-23.471726, ELEVATION,,2006
1110,GSQ_Mt_Isa_Southeast_elevation_grid_geodetic,,139.990966,142.72419,-25.524977,-23.471726, ELEVATION,,2006
1110,GSQ_Mt_Isa_Southeast_doserate_grid_geodetic,,139.991334,142.723724,-25.524457,-23.472039,RADIOMETRICS,,2006
1110,GSQ_Mt_Isa_Southeast_magnetic_line_data,,139.990966,142.723567,-25.525445,-23.471726, MAGNETICS,,2006
1110,GSQ_Mt_Isa_Southeast_percent_potassium_grid_geodetic,,139.991334,142.723724,-25.524457,-23.472039,RADIOMETRICS,,2006
1110,GSQ_Mt_Isa_Southeast_ppm_thorium_grid_geodetic,,139.991334,142.723724,-25.524457,-23.472039,RADIOMETRICS,,2006
1110,GSQ_Mt_Isa_Southeast_ppm_uranium_grid_geodetic,,139.991334,142.723724,-25.524457,-23.472039,RADIOMETRICS,,2006
1110,GSQ_Mt_Isa_Southeast_radiometric_line_data,,139.991334,142.723226,-25.525167,-23.472039,RADIOMETRICS,,2006
1110,GSQ_Mt_Isa_Southeast_magnetic_grid_geodetic,,139.990966,142.72419,-25.524977,-23.471726, MAGNETICS,,2006
1111,GSQ_Mt_Isa_Southwest_elevation_grid_geodetic,,137.96564,140.008892,-25.526566,-23.09333, ELEVATION,,2006
1111,GSQ_Mt_Isa_Southwest_doserate_grid_geodetic,,137.96564,140.008892,-25.526566,-23.09333,RADIOMETRICS,,2006
1111,GSQ_Mt_Isa_Southwest_percent_potassium_grid_geodetic,,137.96564,140.008892,-25.526566,-23.09333,RADIOMETRICS,,2006
1111,GSQ_Mt_Isa_Southwest_ppm_thorium_grid_geodetic,,137.96564,140.008892,-25.526566,-23.09333,RADIOMETRICS,,2006
1111,GSQ_Mt_Isa_Southwest_magnetic_grid_geodetic,,137.96564,140.008892,-25.526566,-23.09333, MAGNETICS,,2006
1111,GSQ_Mt_Isa_Southwest_ppm_uranium_grid_geodetic,,137.96564,140.008892,-25.526566,-23.09333,RADIOMETRICS,,2006
1111,GSQ_Mt_Isa_Southwest_elevation_line_data,,137.96564,140.008382,-25.527282,-23.09333, ELEVATION,,2006
1111,GSQ_Mt_Isa_Southwest_radiometric_line_data,,137.96564,140.008382,-25.527282,-23.09333,RADIOMETRICS,,2006
1111,GSQ_Mt_Isa_Southwest_magnetic_line_data,,137.96564,140.008382,-25.527282,-23.09333, MAGNETICS,,2006
1134,GSWA_Ashburton_elevation_line_data,,115.983807,119.258729,-24.277982,-22.489021, ELEVATION,,2006
1134,GSWA_Ashburton_elevation_grid_geodetic,,115.983807,119.259509,-24.277283,-22.489021, ELEVATION,,2006
1134,GSWA_Ashburton_doserate_grid_geodetic,,115.984134,119.259003,-24.276263,-22.489668,RADIOMETRICS,,2006
1134,GSWA_Ashburton_magnetic_line_data,,115.983807,119.258729,-24.277982,-22.489021, MAGNETICS,,2006
1134,GSWA_Ashburton_percent_potassium_grid_geodetic,,115.984134,119.259003,-24.276263,-22.489668,RADIOMETRICS,,2006
1134,GSWA_Ashburton_ppm_thorium_grid_geodetic,,115.984134,119.259003,-24.276263,-22.489668,RADIOMETRICS,,2006
1134,GSWA_Ashburton_ppm_uranium_grid_geodetic,,115.984134,119.259003,-24.276263,-22.489668,RADIOMETRICS,,2006
1134,GSWA_Ashburton_radiometric_line_data,,115.984134,119.258509,-24.277002,-22.489668,RADIOMETRICS,,2006
1134,GSWA_Ashburton_magnetic_grid_geodetic,,115.983807,119.259509,-24.277283,-22.489021, MAGNETICS,,2006
1135,GSWA_Musgrave_Extensions_magnetic_line_data,,125.770438,129.014873,-27.021172,-24.496751, MAGNETICS,,2006
1135,GSWA_Musgrave_Extensions_elevation_line_data,,125.770438,129.014873,-27.021172,-24.496751, ELEVATION,,2006
1135,GSWA_Musgrave_Extensions_radiometric_line_data,,125.770438,129.014873,-27.021172,-24.496751,RADIOMETRICS,,2006
1135,GSWA_Musgrave_Extensions_elevation_grid_geodetic,,125.770438,129.015309,-27.020817,-24.496751, ELEVATION,,2006
1135,GSWA_Musgrave_Extensions_doserate_grid_geodetic,,125.770438,129.015309,-27.020817,-24.496751,RADIOMETRICS,,2006
1135,GSWA_Musgrave_Extensions_percent_potassium_grid_geodetic,,125.770438,129.015309,-27.020817,-24.496751,RADIOMETRICS,,2006
1135,GSWA_Musgrave_Extensions_ppm_thorium_grid_geodetic,,125.770438,129.015309,-27.020817,-24.496751,RADIOMETRICS,,2006
1135,GSWA_Musgrave_Extensions_ppm_uranium_grid_geodetic,,125.770438,129.015309,-27.020817,-24.496751,RADIOMETRICS,,2006
1135,GSWA_Musgrave_Extensions_magnetic_grid_geodetic,,125.770438,129.015309,-27.020817,-24.496751, MAGNETICS,,2006
1136,GSWA_South_Officer_Basin_elevation_line_data,,119.490148,123.01031,-25.010034,-23.256376, ELEVATION,,2006
1136,GSWA_South_Officer_Basin_elevation_grid_geodetic,,119.490148,123.010406,-25.009841,-23.256376, ELEVATION,,2006
1136,GSWA_South_Officer_Basin_doserate_grid_geodetic,,119.490194,123.010452,-25.009905,-23.25644,RADIOMETRICS,,2006
1136,GSWA_South_Officer_Basin_magnetic_line_data,,119.490148,123.01031,-25.010034,-23.256376, MAGNETICS,,2006
1136,GSWA_South_Officer_Basin_percent_potassium_grid_geodetic,,119.490194,123.010452,-25.009905,-23.25644,RADIOMETRICS,,2006
1136,GSWA_South_Officer_Basin_ppm_thorium_grid_geodetic,,119.490194,123.010452,-25.009905,-23.25644,RADIOMETRICS,,2006
1136,GSWA_South_Officer_Basin_ppm_uranium_grid_geodetic,,119.490194,123.010452,-25.009905,-23.25644,RADIOMETRICS,,2006
1136,GSWA_South_Officer_Basin_radiometric_line_data,,119.490194,123.010303,-25.009999,-23.25644,RADIOMETRICS,,2006
1136,GSWA_South_Officer_Basin_magnetic_grid_geodetic,,119.490148,123.010841,-25.009639,-23.256376, MAGNETICS,,2006
1137,NT_Tiwi_Islands_Percent_Potassium_Grid_Geodetic,,129.995668,131.561438,-12.195296,-11.136172,RADIOMETRICS,,2006
1137,NT_Tiwi_Islands_Magnetic_Grid_Geodetic,,129.995668,131.561438,-12.195296,-11.136172, MAGNETICS,,2006
1137,NT_Tiwi_Islands_ppm_Uranium_Grid_Geodetic,,129.995668,131.561438,-12.195296,-11.136172,RADIOMETRICS,,2006
1137,NT_Tiwi_Islands_ppm_Thorium_Grid_Geodetic,,129.995668,131.561438,-12.195296,-11.136172,RADIOMETRICS,,2006
1137,NT_Tiwi_Islands_Doserate_Grid_Geodetic,,129.995668,131.561438,-12.195296,-11.136172,RADIOMETRICS,,2006
1137,NT_Tiwi_Islands_Elevation_Grid_Geodetic,,129.995668,131.561708,-12.194915,-11.136172, ELEVATION,,2006
1137,NT_Tiwi_Islands_magnetic_line_data,,129.995668,131.560881,-12.195547,-11.136172, MAGNETICS,,2006
1137,NT_Tiwi_Islands_elevation_line_data,,129.995668,131.560881,-12.195547,-11.136172, ELEVATION,,2006
1137,NT_Tiwi_Islands_radiometric_line_data,,129.995668,131.560881,-12.195547,-11.136172,RADIOMETRICS,,2006
1139,PIRSA_TEISA_North_Callabonna_magnetic_line_data,,139.422592,141.035446,-29.52677,-28.97196, MAGNETICS,,2001
1139,PIRSA_TEISA_North_Callabonna_radiometric_line_data,,139.423866,141.0367,-29.514814,-28.978985,RADIOMETRICS,,2001
1142,MRTAS_Flinders_Island_radiometric_line_data,,147.69931,148.530729,-40.632646,-39.696008,RADIOMETRICS,,2007
1142,MRTAS_Flinders_Island_elevation_line_data,,147.699151,148.53066,-40.633243,-39.696076, ELEVATION,,2007
1142,MRTAS_Flinders_Island_magnetic_line_data,,147.699151,148.53066,-40.633243,-39.696076, MAGNETICS,,2007
1142,MRTAS_Flinders_Island_potassium_grid_geodetic,,147.749078,148.499138,-40.592495,-39.704091,RADIOMETRICS,,2007
1142,MRTAS_Flinders_Island_elevation_grid_geodetic,,147.748417,148.498894,-40.592563,-39.699158, ELEVATION,,2007
1142,MRTAS_Flinders_Island_doserate_grid_geodetic,,147.749078,148.499138,-40.59237,-39.724384,RADIOMETRICS,,2007
1142,MRTAS_Flinders_Island_thorium_grid_geodetic,,147.749078,148.499138,-40.592495,-39.704091,RADIOMETRICS,,2007
1142,MRTAS_Flinders_Island_uranium_grid_geodetic,,147.749078,148.499138,-40.592495,-39.704091,RADIOMETRICS,,2007
1142,MRTAS_Flinders_Island_magnetic_grid_geodetic,,147.699151,148.530884,-40.633234,-39.696076, MAGNETICS,,2007
1143,MRTAS_North_East_Tasmania_elevation_line_data,,146.929985,148.370815,-41.894035,-40.725848, ELEVATION,,2007
1143,MRTAS_North_East_Tasmania_elevation_grid_geodetic,,146.929985,148.371004,-41.893578,-40.725848, ELEVATION,,2007
1143,MRTAS_North_East_Tasmania_doserate_grid_geodetic,,146.930016,148.371035,-41.893889,-40.726159,RADIOMETRICS,,2007
1143,MRTAS_North_East_Tasmania_magnetic_line_data,,146.929985,148.370815,-41.894035,-40.725848, MAGNETICS,,2007
1143,MRTAS_North_East_Tasmania_potassium_grid_geodetic,,146.930016,148.371035,-41.893889,-40.726159,RADIOMETRICS,,2007
1143,MRTAS_North_East_Tasmania_thorium_grid_geodetic,,146.930016,148.371035,-41.893889,-40.726159,RADIOMETRICS,,2007
1143,MRTAS_North_East_Tasmania_uranium_grid_geodetic,,146.930016,148.371035,-41.893889,-40.726159,RADIOMETRICS,,2007
1143,MRTAS_North_East_Tasmania_radiometric_line_data,,146.930016,148.370814,-41.894013,-40.726159,RADIOMETRICS,,2007
1143,MRTAS_North_East_Tasmania_magnetic_grid_geodetic,,146.929985,148.371004,-41.893994,-40.725848, MAGNETICS,,2007
1144,GSQ_East_Isa_North_elevation_grid_geodetic,,141.228604,144.601421,-21.514469,-19.953427, ELEVATION,,2007
1144,GSQ_East_Isa_North_elevation_line_data,,141.228604,144.601084,-21.514539,-19.953427, ELEVATION,,2007
1144,GSQ_East_Isa_North_dose_rate_grid_geodetic,,141.228727,144.601544,-21.51399,-19.953781,RADIOMETRICS,,2007
1144,GSQ_East_Isa_North_magnetic_line_data,,141.228604,144.601084,-21.514539,-19.953427, MAGNETICS,,2007
1144,GSQ_East_Isa_North_percent_potassium_grid_geodetic,,141.228727,144.601544,-21.51399,-19.953781,RADIOMETRICS,,2007
1144,GSQ_East_Isa_North_ppm_thorium_grid_geodetic,,141.228727,144.601544,-21.51399,-19.953781,RADIOMETRICS,,2007
1144,GSQ_East_Isa_North_ppm_uranium_grid_geodetic,,141.228727,144.601544,-21.51399,-19.953781,RADIOMETRICS,,2007
1144,GSQ_East_Isa_North_radiometric_line_data,,141.228727,144.600896,-21.514511,-19.953781,RADIOMETRICS,,2007
1144,GSQ_East_Isa_North_magnetic_grid_geodetic,,141.228604,144.601802,-21.514198,-19.953427, MAGNETICS,,2007
1145,GSQ_East_Isa_South_elevation_grid_geodetic,,140.960346,144.02939,-23.548525,-21.485275, ELEVATION,,2007
1145,GSQ_East_Isa_South_dose_rate_grid_geodetic,,140.960352,144.029395,-23.548632,-21.485382,RADIOMETRICS,,2007
1145,GSQ_East_Isa_South_magnetic_line_data,,140.960346,144.028968,-23.549042,-21.485275, MAGNETICS,,2007
1145,GSQ_East_Isa_South_percent_potassium_grid_geodetic,,140.960352,144.029395,-23.548632,-21.485382,RADIOMETRICS,,2007
1145,GSQ_East_Isa_South_elevation_line_data,,140.960346,144.028968,-23.549042,-21.485275, ELEVATION,,2007
1145,GSQ_East_Isa_South_ppm_thorium_grid_geodetic,,140.960352,144.029395,-23.548632,-21.485382,RADIOMETRICS,,2007
1145,GSQ_East_Isa_South_ppm_uranium_grid_geodetic,,140.960352,144.029395,-23.548632,-21.485382,RADIOMETRICS,,2007
1145,GSQ_East_Isa_South_radiometric_line_data,,140.960352,144.028572,-23.548916,-21.485382,RADIOMETRICS,,2007
1145,GSQ_East_Isa_South_magnetic_grid_geodetic,,140.960346,144.02939,-23.548525,-21.485275, MAGNETICS,,2007
1146,GSQ_Croydon_percent_potassium_grid_geodetic,,139.452882,142.047778,-19.210342,-17.407081,RADIOMETRICS,,2007
1146,GSQ_Croydon_doserate_grid_geodetic,,139.452882,142.047778,-19.210342,-17.407081,RADIOMETRICS,,2007
1146,GSQ_Croydon_magnetic_line_data,,139.452855,142.047337,-19.211376,-17.406532, MAGNETICS,,2007
1146,GSQ_Croydon_ppm_thorium_grid_geodetic,,139.452882,142.047778,-19.210342,-17.407081,RADIOMETRICS,,2007
1146,GSQ_Croydon_elevation_grid_geodetic,,139.452855,142.047751,-19.210627,-17.406532, ELEVATION,,2007
1146,GSQ_Croydon_radiometric_line_data,,139.452882,142.047339,-19.21115,-17.407081,RADIOMETRICS,,2007
1146,GSQ_Croydon_ppm_uranium_grid_geodetic,,139.452882,142.047778,-19.210342,-17.407081,RADIOMETRICS,,2007
1146,GSQ_Croydon_elevation_line_data,,139.452855,142.047337,-19.211376,-17.406532, ELEVATION,,2007
1146,GSQ_Croydon_magnetic_grid_geodetic,,139.452855,142.047751,-19.210627,-17.406532, MAGNETICS,,2007
1147,GSQ_Westmoreland_magnetic_line_data,,137.984963,139.763957,-18.033674,-16.359588, MAGNETICS,,2007-2008
1147,GSQ_Westmoreland_radiometric_line_data,,137.985063,139.763852,-18.033664,-16.359613,RADIOMETRICS,,2007-2008
1147,GSQ_Westmoreland_elevation_line_data,,137.984963,139.763957,-18.033674,-16.359588, ELEVATION,,2007-2008
1147,GSQ_Westmoreland_magnetic_grid_geodetic,,137.984963,139.764058,-18.032855,-16.359588, MAGNETICS,,2007-2008
1147,GSQ_Westmoreland_doserate_grid_geodetic,,137.985063,139.764159,-18.03288,-16.359613,RADIOMETRICS,,2007-2008
1147,GSQ_Westmoreland_percent_potassium_grid_geodetic,,137.985063,139.764159,-18.03288,-16.359613,RADIOMETRICS,,2007-2008
1147,GSQ_Westmoreland_ppm_uranium_grid_geodetic,,137.985063,139.764159,-18.03288,-16.359613,RADIOMETRICS,,2007-2008
1147,GSQ_Westmoreland_ppm_thorium_grid_geodetic,,137.985063,139.764159,-18.03288,-16.359613,RADIOMETRICS,,2007-2008
1147,GSQ_Westmoreland_elevation_grid_geodetic,,137.984963,139.764058,-18.032855,-16.359588, ELEVATION,,2007-2008
1148,GSQ_Normanton_Elevation_grid_geodetic,,140.797974,143.288708,-17.789053,-15.95746, ELEVATION,,2008
1148,GSQ_Normanton_Doserate_grid_geodetic,,140.797974,143.288707,-17.789054,-15.95746,RADIOMETRICS,,2008
1148,GSQ_Normanton_pctk_grid_geodetic,,140.797974,143.288707,-17.789054,-15.95746,RADIOMETRICS,,2008
1148,GSQ_Normanton_ppmth_grid_geodetic,,140.797974,143.288707,-17.789054,-15.95746,RADIOMETRICS,,2008
1148,GSQ_Normanton_ppmu_grid_geodetic,,140.797974,143.288707,-17.789054,-15.95746,RADIOMETRICS,,2008
1148,GSQ_Normanton_Magnetic_grid_geodetic,,140.797974,143.288708,-17.789053,-15.95746, MAGNETICS,,2008
1148,GSQ_Normanton_Elevation_Line_Data,,140.797974,143.288223,-17.789177,-15.95746, ELEVATION,,2008
1148,GSQ_Normanton_Magnetic_Line_Data,,140.797974,143.288223,-17.789177,-15.95746, MAGNETICS,,2008
1148,GSQ_Normanton_Radiometroc_Line_Data,,140.797974,143.288223,-17.789177,-15.95746,RADIOMETRICS,,2008
1149,GSWA_South_Kimberley_Elevation_Line_Data,,124.490458,127.520311,-19.510529,-16.991029, ELEVATION,,2008
1149,GSWA_South_Kimberley_Elevation_grid_geodetic,,124.490458,127.519503,-19.510095,-16.991029, ELEVATION,,2008
1149,GSWA_South_Kimberley_Dose_Rate_Grid_geodetic,,124.49046,127.520339,-19.510214,-16.991148,RADIOMETRICS,,2008
1149,GSWA_South_Kimberley_Magnetic_Line_Data,,124.490458,127.520311,-19.510529,-16.991029, MAGNETICS,,2008
1149,GSWA_South_Kimberley_Potassium_grid_geodetic,,124.49046,127.520339,-19.510214,-16.991148,RADIOMETRICS,,2008
1149,GSWA_South_Kimberley_Thorium_grid_geodetic,,124.49046,127.520081,-19.51014,-16.991148,RADIOMETRICS,,2008
1149,GSWA_South_Kimberley_Uranium_Grid_geodetic,,124.49046,127.520339,-19.510214,-16.991148,RADIOMETRICS,,2008
1149,GSWA_South_Kimberley_Radiometric_Line_Data,,124.49046,127.519615,-19.510475,-16.991148,RADIOMETRICS,,2008
1149,GSWA_South_Kimberley_TMI_grid_geodetic,,124.490458,127.520337,-19.510095,-16.991029, MAGNETICS,,2008
1151,Canning_Basin_NE_ppm_uranium_grid_geodetic,,124.476594,126.019958,-21.204468,-19.977777,RADIOMETRICS,,2007
1151,Canning_Basin_SW_ppm_uranium_grid_geodetic,,121.970899,126.02098,-23.018327,-19.9816,RADIOMETRICS,,2007
1151,Canning_Basin_NE_elevation_grid_geodetic,,124.476594,126.019958,-21.204468,-19.977777, ELEVATION,,2007
1151,Canning_Basin_SW_elevation_grid_geodetic,,121.970899,126.02098,-23.018327,-19.9816, ELEVATION,,2007
1151,Canning_Basin_NE_doserate_grid_geodetic,,124.476594,126.019958,-21.204468,-19.977777,RADIOMETRICS,,2007
1151,Canning_Basin_SW_doserate_grid_geodetic,,121.970899,126.02098,-23.018327,-19.9816,RADIOMETRICS,,2007
1151,Canning_Basin_NE_percent_potassium_grid_geodetic,,124.476594,126.019958,-21.204468,-19.977777,RADIOMETRICS,,2007
1151,Canning_Basin_SW_percent_potassium_grid_geodetic,,121.970899,126.02098,-23.018327,-19.9816,RADIOMETRICS,,2007
1151,Canning_Basin_NE_ppm_thorium_grid_geodetic,,124.476594,126.019958,-21.204468,-19.977777,RADIOMETRICS,,2007
1151,Canning_Basin_SW_ppm_thorium_grid_geodetic,,121.970899,126.02098,-23.018327,-19.9816,RADIOMETRICS,,2007
1151,Canning_Basin_NE_magnetic_grid_geodetic,,124.476594,126.020236,-21.204689,-19.977777, MAGNETICS,,2007
1151,Canning_Basin_SW_magnetic_grid_geodetic,,121.970899,126.021709,-23.018874,-19.9816, MAGNETICS,,2007
1151,Canning_Basin_SW_elevation_line_data,,121.970899,126.020685,-23.019767,-19.9816, ELEVATION,,2007
1151,Canning_Basin_NE_elevation_line_data,,124.476594,126.018834,-21.205282,-19.977777, ELEVATION,,2007
1151,Canning_Basin_NE_magnetic_line_data,,124.476594,126.018834,-21.205282,-19.977777, MAGNETICS,,2007
1151,Canning_Basin_SW_magnetic_line_data,,121.970899,126.020685,-23.019767,-19.9816, MAGNETICS,,2007
1151,Canning_Basin_NE_radiometric_line_data,,124.476594,126.018834,-21.205282,-19.977777,RADIOMETRICS,,2007
1151,Canning_Basin_SW_radiometric_line_data,,121.970899,126.020685,-23.019767,-19.9816,RADIOMETRICS,,2007
1152,Australia-Wide_Airborne_Geophysical_Survey_Raw_Edited_Magnetic_Line_Data,,113.297904,153.597045,-43.916657,-10.712873, MAGNETICS,,2007
1152,Australia-Wide_Airborne_Geophysical_Survey_Elevation_Line_Data,,113.297904,153.597045,-43.916657,-10.712873, ELEVATION,,2007
1152,Australia-Wide_Airborne_Geophysical_Survey_Back_Calibrated_Radiometric_Line_Data,,113.298388,153.597044,-43.916868,-10.712877,RADIOMETRICS,,2007
1155,Offshore_Canning_magnetic_grid_geodetic,,120.635091,122.984091,-18.037983,-16.264983,MAGNETICS,,2007
1155,Offshore_Canning_magnetic_line_data,,120.63564,122.983408,-18.029946,-16.302117,MAGNETICS,,2007
1162,PIRSA_PACE_Tallaringa_magnetic_line_data,,131.46313,133.032828,-29.898199,-28.961988, MAGNETICS,,2006
1162,PIRSA_PACE_Tallaringa_radiometric_line_data,,131.463292,133.032628,-29.898118,-28.962242,RADIOMETRICS,,2006
1174,GSQ_Cooper_Basin_East_Elevation_Line_Data,,142.486189,144.645985,-29.017519,-25.488731, ELEVATION,,2008
1174,GSQ_Cooper_Basin_East_Elevation_grid_geodetic,,142.486189,144.646103,-29.016923,-25.488731, ELEVATION,,2008
1174,GSQ_Cooper_Basin_East_Doserate_grid_geodetic,,142.486191,144.646105,-29.017102,-25.48891,RADIOMETRICS,,2008
1174,GSQ_Cooper_Basin_East_Magnetic_Line_Data,,142.486189,144.645985,-29.017519,-25.488731, MAGNETICS,,2008
1174,GSQ_Cooper_Basin_East_pctk_grid_geodetic,,142.486191,144.646105,-29.017102,-25.48891,RADIOMETRICS,,2008
1174,GSQ_Cooper_Basin_East_ppmth_grid_geodetic,,142.486191,144.646105,-29.017102,-25.48891,RADIOMETRICS,,2008
1174,GSQ_Cooper_Basin_East_ppmu_grid_geodetic,,142.486191,144.646105,-29.017102,-25.48891,RADIOMETRICS,,2008
1174,GSQ_Cooper_Basin_East_Radiometric_Line_Data,,142.486191,144.645895,-29.017428,-25.48891,RADIOMETRICS,,2008
